banusicode,banusiname,N,wins,place_2nd3rd,drops,promo_risk_count,win_rate,rate_2nd3rd,drop_rate,p_value_win,p_bh_win,p_value_2nd3rd,p_bh_2nd3rd
839004,上田　けい子,51,12,11,28,48,0.23529411764705882,0.21568627450980393,0.5490196078431373,0.720443443462325,0.9998664685304478,0.9253439584898377,0.9972659797981572
849030,山口　功一郎,58,12,17,29,57,0.20689655172413793,0.29310344827586204,0.5,0.5318834326917525,0.9998664685304478,0.5712376896049953,0.9972659797981572
851007,山上　和良,51,13,11,27,45,0.2549019607843137,0.21568627450980393,0.5294117647058824,0.8188739394717236,0.9998664685304478,0.9253439584898377,0.9972659797981572
851009,岡田　牧雄,286,57,92,137,239,0.1993006993006993,0.32167832167832167,0.479020979020979,0.3163595035929231,0.9998664685304478,0.1912383321705557,0.8847322637023648
851800,フジイ興産,60,14,12,34,60,0.23333333333333334,0.2,0.5666666666666667,0.7141915072679923,0.9998664685304478,0.9663667267304967,0.9972659797981572
854800,ノルマンディーサラブレッドレーシング,500,110,157,233,427,0.22,0.314,0.466,0.6744106148810236,0.9998664685304478,0.20758003273663142,0.8921524811233945
855030,田頭　勇貴,80,13,29,38,60,0.1625,0.3625,0.475,0.16777552750572539,0.9177326475544092,0.12158975329211483,0.8371640023788656
858800,大塚　亮一,176,35,54,87,161,0.19886363636363635,0.3068181818181818,0.4943181818181818,0.3645077980739999,0.9998664685304478,0.40882366790934344,0.9972659797981572
859002,八木　良司,322,69,95,158,291,0.21428571428571427,0.2950310559006211,0.4906832298136646,0.55672211279764,0.9998664685304478,0.5425049293945792,0.9972659797981572
859007,猪熊　広次,346,87,102,157,330,0.2514450867052023,0.2947976878612717,0.45375722543352603,0.9634452916551123,0.9998664685304478,0.5463243315820185,0.9972659797981572
866006,寺田　寿男,114,25,28,61,105,0.21929824561403508,0.24561403508771928,0.5350877192982456,0.6186396138454613,0.9998664685304478,0.903334993615194,0.9972659797981572
869006,鈴木　隆司,121,27,38,56,97,0.2231404958677686,0.3140495867768595,0.4628099173553719,0.6571641877136121,0.9998664685304478,0.3679116452588276,0.9972659797981572
870004,村上　稔,52,18,15,19,45,0.34615384615384615,0.28846153846153844,0.36538461538461536,0.991560038435495,0.9998664685304478,0.6015940009785183,0.9972659797981572
872800,三田　昌宏,98,15,38,45,79,0.15306122448979592,0.3877551020408163,0.45918367346938777,0.08937042649857013,0.8744151555077834,0.03299264443826631,0.6407542300021789
877800,ラ・メール,102,19,30,53,87,0.18627450980392157,0.29411764705882354,0.5196078431372549,0.3021316396885477,0.9998664685304478,0.5574047276632456,0.9972659797981572
879800,雅苑興業,89,13,26,50,86,0.14606741573033707,0.29213483146067415,0.5617977528089888,0.07490146914645174,0.8744151555077834,0.5748852112045216,0.9972659797981572
882800,小林英一ホールディングス,52,13,18,21,33,0.25,0.34615384615384615,0.40384615384615385,0.7979204771361801,0.9998664685304478,0.259256767623606,0.9972659797981572
887800,ＮＩＣＫＳ,137,34,47,56,125,0.24817518248175183,0.34306569343065696,0.40875912408759124,0.8664908696585621,0.9998664685304478,0.1356286478853761,0.8371640023788656
888800,ＣＨＥＶＡＬ　ＡＴＴＡＣＨＥ,64,10,12,42,54,0.15625,0.1875,0.65625,0.17053015865615861,0.9177326475544092,0.9831168194701475,0.9972659797981572
897009,西山　茂行,234,36,68,130,215,0.15384615384615385,0.2905982905982906,0.5555555555555556,0.014297384289732203,0.577614325305181,0.6013691812173638,0.9972659797981572
905033,吉冨　学,87,16,20,51,86,0.1839080459770115,0.22988505747126436,0.5862068965517241,0.30490160205911077,0.9998664685304478,0.9330039572119354,0.9972659797981572
906033,小笹　芳央,195,46,56,93,173,0.2358974358974359,0.28717948717948716,0.47692307692307695,0.8097522835849214,0.9998664685304478,0.637215812943316,0.9972659797981572
909006,草間　庸文,82,25,29,28,82,0.3048780487804878,0.35365853658536583,0.34146341463414637,0.9818473269806365,0.9998664685304478,0.15520026308605164,0.8371640023788656
911008,松本　好隆,153,27,48,78,137,0.17647058823529413,0.3137254901960784,0.5098039215686274,0.15819869266940156,0.9177326475544092,0.3479913885625344,0.9972659797981572
922030,丸山　担,119,24,37,58,106,0.20168067226890757,0.31092436974789917,0.48739495798319327,0.4343359832603877,0.9998664685304478,0.3977646225599355,0.9972659797981572
927033,日下部　猛,50,10,9,31,45,0.2,0.18,0.62,0.49357640355614885,0.9998664685304478,0.9792353531219309,0.9972659797981572
929002,大八木　信行,70,11,26,33,56,0.15714285714285714,0.37142857142857144,0.4714285714285714,0.16017380549619853,0.9177326475544092,0.10828486442969149,0.8172343022982282
930800,バイオ,56,8,14,34,46,0.14285714285714285,0.25,0.6071428571428571,0.12979948613876147,0.9177326475544092,0.8167727864836668,0.9972659797981572
943030,橋元　勇氣,64,17,19,28,63,0.265625,0.296875,0.4375,0.8799468829183816,0.9998664685304478,0.5437836676337826,0.9972659797981572
945004,奈村　信重,58,8,14,36,52,0.13793103448275862,0.2413793103448276,0.6206896551724138,0.10479798523297268,0.8744151555077834,0.8565002741453296,0.9972659797981572
948006,前田　幸治,362,65,106,191,308,0.17955801104972377,0.292817679558011,0.5276243093922652,0.06671070028258771,0.8744151555077834,0.5790344335291964,0.9972659797981572
950006,日隈　良江,58,15,25,18,57,0.25862068965517243,0.43103448275862066,0.3103448275862069,0.8442930145116447,0.9998664685304478,0.020181969577150658,0.6407542300021789
965800,東豊物産,113,16,34,63,104,0.1415929203539823,0.3008849557522124,0.5575221238938053,0.03670672246059785,0.8238619930045296,0.4938767396801075,0.9972659797981572
966002,深見　富朗,75,12,18,45,70,0.16,0.24,0.6,0.16422609758704093,0.9177326475544092,0.8858999267689942,0.9972659797981572
966007,小林　祥晃,117,29,32,56,109,0.24786324786324787,0.27350427350427353,0.47863247863247865,0.8500543534987077,0.9998664685304478,0.7373627834233017,0.9972659797981572
970006,栗本　博晴,168,35,62,71,134,0.20833333333333334,0.36904761904761907,0.4226190476190476,0.4874420059420851,0.9998664685304478,0.025673220433755015,0.6407542300021789
972002,奈村　睦弘,95,26,26,43,95,0.2736842105263158,0.2736842105263158,0.45263157894736844,0.9386636248188023,0.9998664685304478,0.7213908936662767,0.9972659797981572
994002,飯田　正剛,88,16,25,47,80,0.18181818181818182,0.2840909090909091,0.5340909090909091,0.2862482541265262,0.9998664685304478,0.6388906467381726,0.9972659797981572
