banusicode,banusiname,N,mean_residual,std_residual,mean_implied,actual_win_rate,promo_risk_count,t_stat,p_value,p_bh
859002,八木　良司,322,-0.03332019481491606,0.39791473456821247,0.24760590910063035,0.21428571428571427,291,-1.502607134823588,0.06696174316096205,0.1313230302768382
859007,猪熊　広次,346,-0.061936789183247035,0.40315648469869,0.31338187588844935,0.2514450867052023,330,-2.8576766573469823,0.0022632860408911167,0.010849810587682605
866006,寺田　寿男,114,-0.07619014383502457,0.4103052495776025,0.29548838944905964,0.21929824561403508,105,-1.982641286207137,0.024917072300348595,0.06710998139560555
869006,鈴木　隆司,121,-0.05297625695661425,0.3967901129213273,0.27611675282438286,0.2231404958677686,97,-1.4686324269332236,0.07227452983069058,0.13904242881713808
870004,村上　稔,52,0.07298149101882473,0.47821290979099,0.27317235513502147,0.34615384615384615,45,1.100507755606998,0.8618608489231042,0.874853726042548
872800,三田　昌宏,98,-0.10459866419112737,0.358881235959277,0.2576598886809233,0.15306122448979592,79,-2.8852830484954826,0.002409618726859107,0.010849810587682605
877800,ラ・メール,102,-0.09041720041241595,0.36704388789463666,0.2766917102163375,0.18627450980392157,87,-2.487901289723158,0.0072431965544003845,0.02760614535828071
879800,雅苑興業,89,-0.11012142182857809,0.3478618286893502,0.25618883755891514,0.14606741573033707,86,-2.9864829368611243,0.0018274862554615993,0.009977087124411975
882800,小林英一ホールディングス,52,-0.06668622383547435,0.4364680989825938,0.31668622383547435,0.25,33,-1.1017556607978363,0.13787021273223166,0.2093968644504571
887800,ＮＩＣＫＳ,137,-0.06023598924058277,0.40352442969457264,0.3084111717223346,0.24817518248175183,125,-1.7472155983715905,0.04142861267441753,0.09164653361996075
888800,ＣＨＥＶＡＬ　ＡＴＴＡＣＨＥ,64,-0.08782059518413962,0.3390349732668376,0.24407059518413962,0.15625,54,-2.072248637665363,0.02117033205999583,0.059394542723877196
897009,西山　茂行,234,-0.07244485763468714,0.35977618940232214,0.226291011480841,0.15384615384615385,215,-3.080229489497757,0.0011584350604212394,0.0066858252058597245
905033,吉冨　学,87,-0.05881915333138588,0.3913752940450241,0.24272719930839737,0.1839080459770115,86,-1.4017965544868376,0.08228747404713897,0.15350451890326078
906033,小笹　芳央,195,-0.03414970506421946,0.40030005233672733,0.27004714096165533,0.2358974358974359,173,-1.1912930716769718,0.11749699119825541,0.18987513777638074
909006,草間　庸文,82,0.019854924405218577,0.42389152928017815,0.2850231243752692,0.3048780487804878,82,0.42415093239341534,0.6637099439476126,0.6875354291149628
911008,松本　好隆,153,-0.08891576223453396,0.3773904450013792,0.26538635046982806,0.17647058823529413,137,-2.9142954014690234,0.0020519012085489863,0.01036210110317238
922030,丸山　担,119,-0.042895522622049355,0.391468470808635,0.24457619489095692,0.20168067226890757,106,-1.1953322992377713,0.11717699531269186,0.18987513777638074
927033,日下部　猛,50,-0.026004742582047515,0.38200701099679224,0.22600474258204753,0.2,45,-0.4813558205331151,0.3162031839448271,0.3812586364192474
929002,大八木　信行,70,-0.10885526549622568,0.35741359429315067,0.26599812263908285,0.15714285714285714,56,-2.548164109386013,0.0065296150573442915,0.025862396893795037
930800,バイオ,56,-0.09189960557222464,0.3480226451014732,0.2347567484293675,0.14285714285714285,46,-1.976060137872163,0.026586270378494273,0.06885162328789542
943030,橋元　勇氣,64,-0.025795629226620383,0.3963505950223034,0.2914206292266204,0.265625,63,-0.5206628586021186,0.30221341272032676,0.3677536709006386
945004,奈村　信重,58,-0.10668462172541615,0.3849061737918749,0.24461565620817477,0.13793103448275862,52,-2.1108673444791592,0.01959111504637642,0.055738101962930095
948006,前田　幸治,362,-0.0893282518605967,0.3767035138330278,0.2688862629103205,0.17955801104972377,308,-4.5117336067294085,4.355148685434589e-06,8.79740034457787e-05
950006,日隈　良江,58,-0.0596666060403666,0.3958982652209572,0.318287295695539,0.25862068965517243,57,-1.1477881403364796,0.12792531202277524,0.19934353437745278
965800,東豊物産,113,-0.11344132810526165,0.3580959747102672,0.255034248459244,0.1415929203539823,104,-3.3675269874923544,0.0005201504431205095,0.003577207620509929
966002,深見　富朗,75,-0.07913139404378237,0.35539131085386627,0.23913139404378236,0.16,70,-1.928291305551108,0.02882770771101001,0.07278996197030027
966007,小林　祥晃,117,-0.016968316454807793,0.4110084333612357,0.26483156431805566,0.24786324786324787,109,-0.4465611656854074,0.3280122474403949,0.38426997062059254
970006,栗本　博晴,168,-0.017866339161755448,0.408824467555323,0.2261996724950888,0.20833333333333334,134,-0.5664392448403451,0.2859278343891595,0.3587417549478895
972002,奈村　睦弘,95,-0.010363735424903228,0.42647688649375537,0.284047945951219,0.2736842105263158,95,-0.23685503489067078,0.40664232952853785,0.4440094625122413
994002,飯田　正剛,88,-0.06513804889137752,0.37263704388302343,0.24695623070955933,0.18181818181818182,80,-1.639796880635276,0.05232926386490954,0.11010949271574716
